tag,step,value
Episode_Reward/track_linear_velocity,483,0.09618373960256577
Episode_Reward/track_linear_velocity,484,0.11315985769033432
Episode_Reward/track_linear_velocity,485,0.09792782366275787
Episode_Reward/track_linear_velocity,486,0.09227582067251205
Episode_Reward/track_linear_velocity,487,0.08922263234853745
Episode_Reward/track_linear_velocity,488,0.08702050894498825
Episode_Reward/track_linear_velocity,489,0.10095274448394775
Episode_Reward/track_linear_velocity,490,0.0844663679599762
Episode_Reward/track_linear_velocity,491,0.10255710780620575
Episode_Reward/track_linear_velocity,492,0.07510428130626678
Episode_Reward/track_linear_velocity,493,0.09353294968605042
Episode_Reward/track_linear_velocity,494,0.08152318000793457
